"ID_VICTIMA","FECHA",AÑO,"MES","TRIMESTRE","DIA_SEMANA","HORA","DEPARTAMENTO","JURISDICCION","LUGAR","MOTIVO_APARENTE","TIPO","ARMAREC","PROCESADOS","MENORESCINICIOPROC","ACLARADO","SEXO","EDADCALC","NACIONALIDAD","ANTECEDENTES","ANTECEDENTESPORESTUPEFACIENTES","REL_VICT_AGRES"
"TBI11005334","29.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","LUNES","18","MONTEVIDEO","SECCIONAL 12","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","32","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBI11134624","01.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","MIERCOLES","6","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","41","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBI11136864","01.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","MIERCOLES","7","TACUAREMBO","SECCIONAL 3","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","39","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","AMIGO/CONOCIDO"
"TBI11154112","01.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","MIERCOLES","2","CANELONES","SECCIONAL 4","RESIDENCIA","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","54","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBI11183106","01.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","MIERCOLES","17","CANELONES","SECCIONAL 22","RESIDENCIA","RAPI?A / HURTO / COPAMIENTO","CASA DE FAMILIA","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","76","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"TBI11196028","02.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","JUEVES","24","CANELONES","SECCIONAL 20","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","51","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","FAMILIAR"
"TBI11223594","02.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","JUEVES","9","MONTEVIDEO","SECCIONAL 19","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","RAPI?A / HURTO / COPAMIENTO","A TRANSEUNTE","ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO","SIN PROCESADOS","CON MENORES C/INICIO PROC.","ACLARADO","HOMBRE","64","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"TBI11457184","04.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","SABADO","17","MALDONADO","SECCIONAL 6","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","22","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBI11482090","05.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","DOMINGO","24","MONTEVIDEO","SECCIONAL 25","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","26","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBI11517398","05.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","DOMINGO","12","CANELONES","SECCIONAL 22","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","26","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"TBI11555184","06.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","LUNES","24","MALDONADO","SECCIONAL 11","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","53","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"TBI1176660","18.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","JUEVES","13","CANELONES","SECCIONAL 2","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","CON MENORES C/INICIO PROC.","ACLARADO","HOMBRE","30","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBI12108","17.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MIERCOLES","19","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","31","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBI1351142","22.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","LUNES","18","MONTEVIDEO","SECCIONAL 21","LOCAL COMERCIAL","RAPI?A / HURTO / COPAMIENTO","A COMERCIO","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","59","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"TBI1722828","26.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","VIERNES","12","MONTEVIDEO","SECCIONAL 8","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","56","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"TBI1747510","26.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","VIERNES","17","MONTEVIDEO","SECCIONAL 16","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","26","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBI1772948","27.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","SABADO","1","SAN JOSE","SECCIONAL 10","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","38","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","AMIGO/CONOCIDO"
"TBI1832840","27.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","SABADO","19","SAN JOSE","SECCIONAL 11","LOCAL COMERCIAL","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","63","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM11044424","08.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","LUNES","23","FLORES","SECCIONAL 1","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","OTRAS ARMAS","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","31","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM11054000","09.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MARTES","24","MONTEVIDEO","SECCIONAL 18","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","OTROS MOTIVOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","28","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM11164796","10.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MIERCOLES","4","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","34","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"TBM11218304","10.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MIERCOLES","14","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","36","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM11372136","12.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","VIERNES","6","MALDONADO","SECCIONAL 2","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","42","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"TBM11405512","12.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","VIERNES","9","CANELONES","SECCIONAL 15","RESIDENCIA","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","OBJETO PESADO / CONTUNDENTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","70","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM11466958","13.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","SABADO","4","MONTEVIDEO","SECCIONAL 17","RESIDENCIA","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","CON MENORES C/INICIO PROC.","ACLARADO","HOMBRE","29","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM11491542","13.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","SABADO","12","MONTEVIDEO","SECCIONAL 4","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","30","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM11511968","13.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","SABADO","17","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","33","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM11617234","15.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","LUNES","4","MONTEVIDEO","SECCIONAL 18","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","26","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBM11790960","16.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MARTES","6","RIVERA","SECCIONAL 9","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","OTROS MOTIVOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","24","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"TBM11809790","16.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MARTES","23","MONTEVIDEO","SECCIONAL 18","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","34","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBM11839414","17.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MIERCOLES","10","MONTEVIDEO","SIN DATO","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","55","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBM11908658","17.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MIERCOLES","22","RIO NEGRO","SECCIONAL 6","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","32","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","AMIGO/CONOCIDO"
"TBM1229162","31.03.2024",2024,"MARZO","PRIMER TRIMESTRE","DOMINGO","6","CANELONES","SECCIONAL 7","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","33","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM1281102","31.03.2024",2024,"MARZO","PRIMER TRIMESTRE","DOMINGO","23","MONTEVIDEO","SECCIONAL 16","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","34","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM1327792","01.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","LUNES","9","CENTROS CARCELARIOS","SECCIONAL 7","ESTABLECIMIENTO DE RECLUSION","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","24","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM1471460","02.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MARTES","17","MONTEVIDEO","SECCIONAL 7","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","24","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"TBM1482534","02.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MARTES","21","MONTEVIDEO","SECCIONAL 9","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","RAPI?A / HURTO / COPAMIENTO","A AUTOMOVILISTA","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","41","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"TBM1505536","03.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MIERCOLES","3","CANELONES","SECCIONAL 5","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","30","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBM1552604","03.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MIERCOLES","16","TREINTA Y TRES","SECCIONAL 1","RESIDENCIA","RAPI?A / HURTO / COPAMIENTO","CASA DE FAMILIA","ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","60","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"TBM1571910","03.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","MIERCOLES","20","MONTEVIDEO","SECCIONAL 24","LOCAL COMERCIAL","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","33","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","AMIGO/CONOCIDO"
"TBM1625474","04.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","JUEVES","7","CANELONES","SECCIONAL 29","LOCAL COMERCIAL","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","CON MENORES C/INICIO PROC.","ACLARADO","HOMBRE","26","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBM164088","29.03.2024",2024,"MARZO","PRIMER TRIMESTRE","VIERNES","24","LAVALLEJA","SECCIONAL 1","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","41","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"TBM1793460","06.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","SABADO","24","MALDONADO","SECCIONAL 6","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","44","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM1881324","07.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","DOMINGO","3","MONTEVIDEO","SECCIONAL 16","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","RAPI?A / HURTO / COPAMIENTO","A TRANSEUNTE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","36","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","SIN RELACION"
"TBM1883508","07.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","DOMINGO","5","MALDONADO","SECCIONAL 10","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","15","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"TBM1897326","07.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","DOMINGO","9","SAN JOSE","SECCIONAL 7","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","SIN DATO","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","79","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","FAMILIAR"
"TBM192298","29.03.2024",2024,"MARZO","PRIMER TRIMESTRE","VIERNES","10","MONTEVIDEO","SECCIONAL 12","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","CON MENORES C/INICIO PROC.","ACLARADO","HOMBRE","37","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TBM1928504","07.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","DOMINGO","5","RIVERA","SECCIONAL 5","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","4","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","FAMILIAR"
"TBM2928504","07.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","DOMINGO","5","RIVERA","SECCIONAL 5","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","6","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","FAMILIAR"
"TBM1932914","07.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","DOMINGO","20","MONTEVIDEO","SECCIONAL 23","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","44","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBM1941328","07.04.2024",2024,"ABRIL","SEGUNDO TRIMESTRE","DOMINGO","23","SAN JOSE","SECCIONAL 2","RESIDENCIA","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","25","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBO11015790","20.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","LUNES","18","MONTEVIDEO","SECCIONAL 16","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","27","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"TBO21015790","20.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","LUNES","18","MONTEVIDEO","SECCIONAL 16","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","50","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TBO11043748","21.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","MARTES","4","CERRO LARGO","SECCIONAL 5","RESIDENCIA","RAPI?A / HURTO / COPAMIENTO","CASA DE FAMILIA","OBJETO PESADO / CONTUNDENTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","60","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"TBO11062158","21.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","MARTES","8","MONTEVIDEO","SECCIONAL 18","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","38","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"TBO11334388","23.05.2024",2024,"MAYO","SEGUNDO TRIMESTRE","JUEVES","23","ROCHA","SECCIONAL 5","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","38","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
